window_id,video_id,tier,idx,start,end,dur,parody_flag,song_flag,recitation_flag,film_flag,film_related_core,contemporary_only,matched_keywords,singing_prob,dialogue_film
0bxiKSqEZlU_002,0bxiKSqEZlU,B,2,112.482,117.118,4.636,0,0,0,0,0,1,,,
0bxiKSqEZlU_003,0bxiKSqEZlU,A,3,122.562,126.558,3.996,0,0,0,0,0,1,,,
0oa0RJE4db8_000,0oa0RJE4db8,A,0,0.002,18.398,18.396,0,0,0,0,0,1,,,
0oa0RJE4db8_001,0oa0RJE4db8,A,1,19.042,32.542,13.5,0,0,0,0,0,1,,,
0oa0RJE4db8_002,0oa0RJE4db8,A,2,58.818,61.342,2.524,0,0,0,0,0,1,,,
0oa0RJE4db8_003,0oa0RJE4db8,A,3,73.538,77.886,4.348,0,0,0,0,0,1,,,
0oa0RJE4db8_004,0oa0RJE4db8,B,4,111.01,126.27,15.26,0,0,0,0,0,1,,,
0oa0RJE4db8_005,0oa0RJE4db8,A,5,132.802,136.67,3.868,0,0,0,0,0,1,,,
0tOUk3VfuGg_000,0tOUk3VfuGg,A,0,0.834,6.142,5.308,0,0,0,0,0,1,,,
0tOUk3VfuGg_001,0tOUk3VfuGg,A,1,8.898,31.774,22.876,0,0,0,0,0,1,,,
0tOUk3VfuGg_002,0tOUk3VfuGg,A,2,35.298,45.438,10.14,0,0,0,0,0,1,,,
0tOUk3VfuGg_003,0tOUk3VfuGg,A,3,48.194,68.67,20.476,0,0,0,0,0,1,,,
0tOUk3VfuGg_004,0tOUk3VfuGg,A,4,71.97,106.814,34.844,0,0,0,0,0,1,,,
0tOUk3VfuGg_005,0tOUk3VfuGg,A,5,109.954,142.334,32.38,0,0,0,0,0,1,,,
0tOUk3VfuGg_006,0tOUk3VfuGg,A,6,143.714,164.894,21.18,0,0,0,0,0,1,,,
0tOUk3VfuGg_007,0tOUk3VfuGg,A,7,168.066,182.75,14.684,0,0,0,0,0,1,,,
0tOUk3VfuGg_008,0tOUk3VfuGg,A,8,184.898,193.63,8.732,0,0,0,0,0,1,,,
0tOUk3VfuGg_009,0tOUk3VfuGg,A,9,195.874,200.574,4.7,0,0,0,0,0,1,,,
0tOUk3VfuGg_010,0tOUk3VfuGg,A,10,203.138,225.086,21.948,0,0,0,0,0,1,,,
0tOUk3VfuGg_011,0tOUk3VfuGg,A,11,228.002,240.574,12.572,0,0,0,0,0,1,,,
0tOUk3VfuGg_012,0tOUk3VfuGg,A,12,242.85,260.83,17.98,0,0,0,0,0,1,,,
0tOUk3VfuGg_013,0tOUk3VfuGg,A,13,263.618,270.334,6.716,0,0,0,0,0,1,,,
0tOUk3VfuGg_014,0tOUk3VfuGg,C,14,272.322,275.454,3.132,0,0,0,0,0,1,,,
0tOUk3VfuGg_015,0tOUk3VfuGg,C,15,276.29,286.654,10.364,0,0,0,0,0,1,,,
0tOUk3VfuGg_016,0tOUk3VfuGg,A,16,292.098,296.094,3.996,0,0,0,0,0,1,,,
0xkI0AW6xfQ_000,0xkI0AW6xfQ,B,0,0.0,39.774,39.774,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_001,0xkI0AW6xfQ,C,1,39.618,42.238,2.62,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_002,0xkI0AW6xfQ,C,2,43.906,49.214,5.308,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_003,0xkI0AW6xfQ,C,3,50.05,54.11,4.06,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_004,0xkI0AW6xfQ,C,4,56.322,61.694,5.372,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_005,0xkI0AW6xfQ,C,5,63.074,70.654,7.58,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_006,0xkI0AW6xfQ,B,6,71.714,100.51,28.796,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_007,0xkI0AW6xfQ,B,7,100.61,124.99,24.38,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_008,0xkI0AW6xfQ,B,8,124.834,146.494,21.66,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_009,0xkI0AW6xfQ,B,9,147.042,185.406,38.364,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_010,0xkI0AW6xfQ,B,10,185.41,219.358,33.948,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_011,0xkI0AW6xfQ,B,11,219.234,254.654,35.42,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_012,0xkI0AW6xfQ,B,12,254.946,291.806,36.86,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_013,0xkI0AW6xfQ,B,13,294.37,331.966,37.596,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_014,0xkI0AW6xfQ,B,14,332.066,370.59,38.524,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_015,0xkI0AW6xfQ,B,15,370.69,409.598,38.908,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_016,0xkI0AW6xfQ,B,16,409.538,449.086,39.548,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_017,0xkI0AW6xfQ,B,17,449.25,486.494,37.244,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_018,0xkI0AW6xfQ,B,18,486.658,499.646,12.988,0,0,0,1,0,0,film_clip:林黛,,
0xkI0AW6xfQ_019,0xkI0AW6xfQ,B,19,506.178,510.11,3.932,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_000,10G-1WZq5jc,A,0,0.29,28.574,28.284,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_001,10G-1WZq5jc,A,1,29.154,34.91,5.756,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_002,10G-1WZq5jc,B,2,35.618,66.75,31.132,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_003,10G-1WZq5jc,B,3,67.042,106.398,39.356,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_004,10G-1WZq5jc,B,4,107.298,129.63,22.332,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_005,10G-1WZq5jc,B,5,129.698,147.742,18.044,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_006,10G-1WZq5jc,B,6,147.458,178.974,31.516,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_007,10G-1WZq5jc,B,7,179.074,218.91,39.836,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_008,10G-1WZq5jc,B,8,218.786,258.494,39.708,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_009,10G-1WZq5jc,B,9,258.306,298.27,39.964,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_010,10G-1WZq5jc,B,10,298.402,335.486,37.084,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_011,10G-1WZq5jc,B,11,335.586,375.87,40.284,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_012,10G-1WZq5jc,B,12,375.682,413.406,37.724,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_013,10G-1WZq5jc,B,13,413.346,422.846,9.5,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_014,10G-1WZq5jc,A,14,423.586,442.302,18.716,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_015,10G-1WZq5jc,C,15,444.002,455.198,11.196,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_016,10G-1WZq5jc,C,16,457.218,472.798,15.58,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_017,10G-1WZq5jc,B,17,473.954,480.734,6.78,0,0,0,1,0,0,film_clip:林黛,,
10G-1WZq5jc_018,10G-1WZq5jc,A,18,487.234,491.134,3.9,0,0,0,1,0,0,film_clip:林黛,,
1Hj6ncrJr0c_000,1Hj6ncrJr0c,A,0,1.346,3.966,2.62,0,0,0,0,0,1,,,
1Hj6ncrJr0c_001,1Hj6ncrJr0c,A,1,14.658,17.438,2.78,0,0,0,0,0,1,,,
1Hj6ncrJr0c_002,1Hj6ncrJr0c,A,2,24.546,26.814,2.268,0,0,0,0,0,1,,,
1Hj6ncrJr0c_003,1Hj6ncrJr0c,A,3,27.778,30.814,3.036,0,0,0,0,0,1,,,
1Hj6ncrJr0c_004,1Hj6ncrJr0c,B,4,38.658,43.518,4.86,0,0,0,0,0,1,,,
1Hj6ncrJr0c_005,1Hj6ncrJr0c,A,5,50.05,53.918,3.868,0,0,0,0,0,1,,,
1Mz-sKyoEy8_000,1Mz-sKyoEy8,A,0,2.562,16.382,13.82,0,1,0,0,0,0,song:獻唱,,
1Mz-sKyoEy8_001,1Mz-sKyoEy8,A,1,141.89,143.518,1.628,0,1,0,0,0,0,song:獻唱,,
1Mz-sKyoEy8_002,1Mz-sKyoEy8,A,2,144.546,146.718,2.172,0,1,0,0,0,0,song:獻唱,,
1Mz-sKyoEy8_003,1Mz-sKyoEy8,C,3,153.922,160.382,6.46,0,1,0,0,0,0,song:獻唱,,
1Mz-sKyoEy8_004,1Mz-sKyoEy8,A,4,166.818,170.782,3.964,0,1,0,0,0,0,song:獻唱,,
1VbNiBxwg9M_000,1VbNiBxwg9M,B,0,0.802,3.23,2.428,0,0,0,0,0,1,,,
1VbNiBxwg9M_001,1VbNiBxwg9M,A,1,4.13,6.782,2.652,0,0,0,0,0,1,,,
1VbNiBxwg9M_002,1VbNiBxwg9M,A,2,7.97,10.206,2.236,0,0,0,0,0,1,,,
1VbNiBxwg9M_003,1VbNiBxwg9M,A,3,13.218,15.806,2.588,0,0,0,0,0,1,,,
1VbNiBxwg9M_004,1VbNiBxwg9M,A,4,16.93,19.39,2.46,0,0,0,0,0,1,,,
1VbNiBxwg9M_005,1VbNiBxwg9M,A,5,20.418,22.558,2.14,0,0,0,0,0,1,,,
1VbNiBxwg9M_006,1VbNiBxwg9M,A,6,25.506,27.518,2.012,0,0,0,0,0,1,,,
1VbNiBxwg9M_007,1VbNiBxwg9M,A,7,28.738,30.91,2.172,0,0,0,0,0,1,,,
1VbNiBxwg9M_008,1VbNiBxwg9M,A,8,32.258,34.398,2.14,0,0,0,0,0,1,,,
1VbNiBxwg9M_009,1VbNiBxwg9M,A,9,37.442,44.83,7.388,0,0,0,0,0,1,,,
1VbNiBxwg9M_010,1VbNiBxwg9M,A,10,45.666,49.726,4.06,0,0,0,0,0,1,,,
1VbNiBxwg9M_011,1VbNiBxwg9M,A,11,52.514,67.422,14.908,0,0,0,0,0,1,,,
1VbNiBxwg9M_012,1VbNiBxwg9M,A,12,69.474,87.934,18.46,0,0,0,0,0,1,,,
1VbNiBxwg9M_013,1VbNiBxwg9M,A,13,90.178,105.406,15.228,0,0,0,0,0,1,,,
1VbNiBxwg9M_014,1VbNiBxwg9M,A,14,108.354,126.654,18.3,0,0,0,0,0,1,,,
1VbNiBxwg9M_015,1VbNiBxwg9M,A,15,129.474,160.478,31.004,0,0,0,0,0,1,,,
1VbNiBxwg9M_016,1VbNiBxwg9M,A,16,163.17,170.43,7.26,0,0,0,0,0,1,,,
1VbNiBxwg9M_017,1VbNiBxwg9M,A,17,173.314,211.678,38.364,0,0,0,0,0,1,,,
1VbNiBxwg9M_018,1VbNiBxwg9M,A,18,212.482,216.51,4.028,0,0,0,0,0,1,,,
1VbNiBxwg9M_019,1VbNiBxwg9M,B,19,218.786,224.926,6.14,0,0,0,0,0,1,,,
1VbNiBxwg9M_020,1VbNiBxwg9M,A,20,231.938,235.934,3.996,0,0,0,0,0,1,,,
1W1EWr_0bg8_000,1W1EWr_0bg8,A,0,1.858,21.982,20.124,0,0,0,0,0,1,,,
1W1EWr_0bg8_001,1W1EWr_0bg8,A,1,23.65,36.734,13.084,0,0,0,0,0,1,,,
1W1EWr_0bg8_002,1W1EWr_0bg8,A,2,39.81,52.958,13.148,0,0,0,0,0,1,,,
1W1EWr_0bg8_003,1W1EWr_0bg8,A,3,55.682,68.126,12.444,0,0,0,0,0,1,,,
1W1EWr_0bg8_004,1W1EWr_0bg8,A,4,71.49,84.638,13.148,0,0,0,0,0,1,,,
1W1EWr_0bg8_005,1W1EWr_0bg8,B,5,87.938,108.67,20.732,0,0,0,0,0,1,,,
1W1EWr_0bg8_006,1W1EWr_0bg8,A,6,115.106,119.102,3.996,0,0,0,0,0,1,,,
1WefYlPx6ok_000,1WefYlPx6ok,A,0,0.642,6.91,6.268,0,0,0,0,0,1,,,
1WefYlPx6ok_001,1WefYlPx6ok,A,1,9.794,13.662,3.868,0,0,0,0,0,1,,,
1WefYlPx6ok_002,1WefYlPx6ok,B,2,14.178,16.766,2.588,0,0,0,0,0,1,,,
1WefYlPx6ok_003,1WefYlPx6ok,A,3,17.314,19.326,2.012,0,0,0,0,0,1,,,
1WefYlPx6ok_004,1WefYlPx6ok,A,4,21.762,25.95,4.188,0,0,0,0,0,1,,,
1WefYlPx6ok_005,1WefYlPx6ok,A,5,26.722,31.71,4.988,0,0,0,0,0,1,,,
1WefYlPx6ok_006,1WefYlPx6ok,A,6,33.858,52.734,18.876,0,0,0,0,0,1,,,
1WefYlPx6ok_007,1WefYlPx6ok,A,7,55.714,76.318,20.604,0,0,0,0,0,1,,,
1WefYlPx6ok_008,1WefYlPx6ok,A,8,78.722,98.782,20.06,0,0,0,0,0,1,,,
1WefYlPx6ok_009,1WefYlPx6ok,A,9,101.762,125.662,23.9,0,0,0,0,0,1,,,
1WefYlPx6ok_010,1WefYlPx6ok,A,10,128.866,137.886,9.02,0,0,0,0,0,1,,,
1WefYlPx6ok_011,1WefYlPx6ok,A,11,140.738,155.966,15.228,0,0,0,0,0,1,,,
1WefYlPx6ok_012,1WefYlPx6ok,A,12,158.626,167.006,8.38,0,0,0,0,0,1,,,
1WefYlPx6ok_013,1WefYlPx6ok,B,13,169.058,175.806,6.748,0,0,0,0,0,1,,,
1WefYlPx6ok_014,1WefYlPx6ok,A,14,181.25,185.246,3.996,0,0,0,0,0,1,,,
1qtodTd6UME_000,1qtodTd6UME,B,0,0.0,36.638,36.638,0,0,0,0,0,1,,,
1qtodTd6UME_001,1qtodTd6UME,B,1,36.93,67.742,30.812,0,0,0,0,0,1,,,
1qtodTd6UME_002,1qtodTd6UME,B,2,74.242,78.174,3.932,0,0,0,0,0,1,,,
1uc4tqpk9o0_000,1uc4tqpk9o0,A,0,0.0,26.302,26.302,0,0,0,1,1,0,film_clip:林鳳,,
1uc4tqpk9o0_001,1uc4tqpk9o0,A,1,27.01,44.83,17.82,0,0,0,1,1,0,film_clip:林鳳,,
1uc4tqpk9o0_002,1uc4tqpk9o0,B,2,45.378,58.974,13.596,0,0,0,1,1,0,film_clip:林鳳,,
1uc4tqpk9o0_003,1uc4tqpk9o0,B,3,58.914,98.494,39.58,0,0,0,1,1,0,film_clip:林鳳,,
1uc4tqpk9o0_004,1uc4tqpk9o0,B,4,98.69,112.862,14.172,0,0,0,1,1,0,film_clip:林鳳,,
1uc4tqpk9o0_005,1uc4tqpk9o0,A,5,116.194,118.43,2.236,0,0,0,1,1,0,film_clip:林鳳,,
1uc4tqpk9o0_006,1uc4tqpk9o0,A,6,119.33,121.726,2.396,0,0,0,1,1,0,film_clip:林鳳,,
1uc4tqpk9o0_007,1uc4tqpk9o0,B,7,122.306,129.054,6.748,0,0,0,1,1,0,film_clip:林鳳,,
1uc4tqpk9o0_008,1uc4tqpk9o0,A,8,135.586,139.486,3.9,0,0,0,1,1,0,film_clip:林鳳,,
238-IIxY3Pw_000,238-IIxY3Pw,A,0,4.77,7.646,2.876,0,0,0,0,0,1,,,
238-IIxY3Pw_001,238-IIxY3Pw,B,1,8.29,40.382,32.092,0,0,0,0,0,1,,,
238-IIxY3Pw_002,238-IIxY3Pw,B,2,40.226,71.166,30.94,0,0,0,0,0,1,,,
238-IIxY3Pw_003,238-IIxY3Pw,B,3,71.266,85.214,13.948,0,0,0,0,0,1,,,
238-IIxY3Pw_004,238-IIxY3Pw,A,4,97.314,111.102,13.788,0,0,0,0,0,1,,,
238-IIxY3Pw_005,238-IIxY3Pw,A,5,113.346,131.326,17.98,0,0,0,0,0,1,,,
238-IIxY3Pw_006,238-IIxY3Pw,A,6,141.698,175.614,33.916,0,0,0,0,0,1,,,
238-IIxY3Pw_007,238-IIxY3Pw,A,7,176.802,183.902,7.1,0,0,0,0,0,1,,,
238-IIxY3Pw_008,238-IIxY3Pw,A,8,189.218,197.342,8.124,0,0,0,0,0,1,,,
238-IIxY3Pw_009,238-IIxY3Pw,A,9,200.546,215.742,15.196,0,0,0,0,0,1,,,
238-IIxY3Pw_010,238-IIxY3Pw,B,10,219.426,253.726,34.3,0,0,0,0,0,1,,,
238-IIxY3Pw_011,238-IIxY3Pw,B,11,253.698,262.366,8.668,0,0,0,0,0,1,,,
238-IIxY3Pw_012,238-IIxY3Pw,B,12,267.586,274.302,6.716,0,0,0,0,0,1,,,
238-IIxY3Pw_013,238-IIxY3Pw,A,13,279.746,283.742,3.996,0,0,0,0,0,1,,,
2VLM3MhnyEE_000,2VLM3MhnyEE,A,0,5.474,7.902,2.428,0,0,0,0,0,1,,,
2VLM3MhnyEE_001,2VLM3MhnyEE,A,1,9.122,19.134,10.012,0,0,0,0,0,1,,,
2VLM3MhnyEE_002,2VLM3MhnyEE,A,2,23.554,55.742,32.188,0,0,0,0,0,1,,,
2VLM3MhnyEE_003,2VLM3MhnyEE,A,3,56.706,60.798,4.092,0,0,0,0,0,1,,,
2VLM3MhnyEE_004,2VLM3MhnyEE,A,4,61.73,102.014,40.284,0,0,0,0,0,1,,,
2VLM3MhnyEE_005,2VLM3MhnyEE,A,5,104.034,106.622,2.588,0,0,0,0,0,1,,,
2VLM3MhnyEE_006,2VLM3MhnyEE,A,6,108.578,118.494,9.916,0,0,0,0,0,1,,,
2VLM3MhnyEE_007,2VLM3MhnyEE,A,7,120.962,139.102,18.14,0,0,0,0,0,1,,,
2VLM3MhnyEE_008,2VLM3MhnyEE,A,8,141.346,175.038,33.692,0,0,0,0,0,1,,,
2VLM3MhnyEE_009,2VLM3MhnyEE,A,9,176.162,195.902,19.74,0,0,0,0,0,1,,,
2VLM3MhnyEE_010,2VLM3MhnyEE,B,10,196.962,203.71,6.748,0,0,0,0,0,1,,,
2VmuNpNnUEU_000,2VmuNpNnUEU,A,0,0.162,38.046,37.884,0,0,0,0,0,1,,,
2VmuNpNnUEU_001,2VmuNpNnUEU,A,1,38.818,44.99,6.172,0,0,0,0,0,1,,,
2VmuNpNnUEU_002,2VmuNpNnUEU,B,2,50.786,57.502,6.716,0,0,0,0,0,1,,,
2VmuNpNnUEU_003,2VmuNpNnUEU,A,3,64.034,67.934,3.9,0,0,0,0,0,1,,,
2Y6itphxVyc_000,2Y6itphxVyc,A,0,2.914,13.31,10.396,0,0,0,1,1,0,film_clip:林鳳,,
2Y6itphxVyc_001,2Y6itphxVyc,C,1,27.426,31.678,4.252,0,0,0,1,1,0,film_clip:林鳳,,
2Y6itphxVyc_002,2Y6itphxVyc,C,2,34.242,37.278,3.036,0,0,0,1,1,0,film_clip:林鳳,,
2Y6itphxVyc_003,2Y6itphxVyc,C,3,42.05,43.774,1.724,0,0,0,1,1,0,film_clip:林鳳,,
